video_id,path,label,source,identity
FF_DeepFakeDetection__20_26__outside_talking_pan_laughing__KGFLR0PH.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/20_26__outside_talking_pan_laughing__KGFLR0PH.mp4,1,FF_DeepFakeDetection,FF_person_20
Custom_real__615.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/615.mp4,0,Custom_real,Custom_person_615
Custom_real__786.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/786.mp4,0,Custom_real,Custom_person_786
Celeb_fake__id16_id2_0010.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id16_id2_0010.mp4,1,Celeb_fake,Celeb_person_id16
Celeb_fake__id50_id51_0002.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id50_id51_0002.mp4,1,Celeb_fake,Celeb_person_id50
Celeb_real__id1_0004.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id1_0004.mp4,0,Celeb_real,Celeb_person_id1
Celeb_real__id17_0002.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id17_0002.mp4,0,Celeb_real,Celeb_person_id17
DFDC__czfunozvwp.mp4,/kaggle/input/datasets/lalith023/dfdc-sample-videos/czfunozvwp.mp4,1,DFDC,DFDC_czfunozvwp
Custom_real__321.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/321.mp4,0,Custom_real,Custom_person_321
FF_FaceShifter__901_902.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/901_902.mp4,1,FF_FaceShifter,FF_person_901
FF_NeuralTextures__318_334.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/318_334.mp4,1,FF_NeuralTextures,FF_person_318
Celeb_fake__id27_id25_0006.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id27_id25_0006.mp4,1,Celeb_fake,Celeb_person_id27
FF_NeuralTextures__499_539.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/499_539.mp4,1,FF_NeuralTextures,FF_person_499
FF_real__616.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/616.mp4,0,FF_real,FF_person_616
Celeb_real__id13_0009.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id13_0009.mp4,0,Celeb_real,Celeb_person_id13
FF_Face2Face__270_297.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/270_297.mp4,1,FF_Face2Face,FF_person_270
Custom_real__009.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/009.mp4,0,Custom_real,Custom_person_009
FF_DeepFakeDetection__03_15__meeting_serious__OY4I7ZU8.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/03_15__meeting_serious__OY4I7ZU8.mp4,1,FF_DeepFakeDetection,FF_person_03
Custom_real__198.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/198.mp4,0,Custom_real,Custom_person_198
Custom_real__251.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/251.mp4,0,Custom_real,Custom_person_251
Custom_real__092.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/092.mp4,0,Custom_real,Custom_person_092
YT_real__00232.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/YouTube-real/00232.mp4,0,YT_real,Celeb_00232
Celeb_real__id32_0006.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id32_0006.mp4,0,Celeb_real,Celeb_person_id32
Custom_real__583.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/583.mp4,0,Custom_real,Custom_person_583
FF_real__541.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/541.mp4,0,FF_real,FF_person_541
FF_FaceShifter__781_806.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/781_806.mp4,1,FF_FaceShifter,FF_person_781
DFDC__asaxgevnnp.mp4,/kaggle/input/datasets/lalith023/dfdc-sample-videos/asaxgevnnp.mp4,0,DFDC,DFDC_asaxgevnnp
Custom_real__613.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/613.mp4,0,Custom_real,Custom_person_613
FF_DeepFakeDetection__13_20__kitchen_still__NJEO6L5O.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/13_20__kitchen_still__NJEO6L5O.mp4,1,FF_DeepFakeDetection,FF_person_13
Celeb_real__id12_0006.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id12_0006.mp4,0,Celeb_real,Celeb_person_id12
FF_DeepFakeDetection__18_15__walking_down_street_outside_angry__V5VHLCOW.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/18_15__walking_down_street_outside_angry__V5VHLCOW.mp4,1,FF_DeepFakeDetection,FF_person_18
FF_FaceSwap__610_692.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap/610_692.mp4,1,FF_FaceSwap,FF_person_610
Custom_real__609.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/609.mp4,0,Custom_real,Custom_person_609
FF_FaceShifter__301_262.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/301_262.mp4,1,FF_FaceShifter,FF_person_301
Celeb_real__id27_0007.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id27_0007.mp4,0,Celeb_real,Celeb_person_id27
Custom_real__046.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/046.mp4,0,Custom_real,Custom_person_046
FF_Deepfakes__420_257.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Deepfakes/420_257.mp4,1,FF_Deepfakes,FF_person_420
Custom_real__990.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/990.mp4,0,Custom_real,Custom_person_990
FF_FaceSwap__786_819.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap/786_819.mp4,1,FF_FaceSwap,FF_person_786
FF_FaceShifter__264_271.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/264_271.mp4,1,FF_FaceShifter,FF_person_264
Custom_fake__981_985.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/981_985.mp4,1,Custom_fake,Custom_person_981
Custom_fake__666_656.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/666_656.mp4,1,Custom_fake,Custom_person_666
FF_NeuralTextures__779_794.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/779_794.mp4,1,FF_NeuralTextures,FF_person_779
Custom_fake__080_061.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/080_061.mp4,1,Custom_fake,Custom_person_080
Custom_real__206.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/206.mp4,0,Custom_real,Custom_person_206
FF_real__964.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/964.mp4,0,FF_real,FF_person_964
Custom_real__216.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/216.mp4,0,Custom_real,Custom_person_216
DFDC__djxdyjopjd.mp4,/kaggle/input/datasets/lalith023/dfdc-sample-videos/djxdyjopjd.mp4,0,DFDC,DFDC_djxdyjopjd
FF_FaceShifter__087_081.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/087_081.mp4,1,FF_FaceShifter,FF_person_087
FF_DeepFakeDetection__28_16__podium_speech_happy__6DWLCU6T.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/28_16__podium_speech_happy__6DWLCU6T.mp4,1,FF_DeepFakeDetection,FF_person_28
Custom_real__035.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/035.mp4,0,Custom_real,Custom_person_035
Celeb_real__id40_0006.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id40_0006.mp4,0,Celeb_real,Celeb_person_id40
FF_DeepFakeDetection__03_27__walk_down_hall_angry__IL675GCI.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/03_27__walk_down_hall_angry__IL675GCI.mp4,1,FF_DeepFakeDetection,FF_person_03
Custom_fake__472_511.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/472_511.mp4,1,Custom_fake,Custom_person_472
Custom_real__693.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/693.mp4,0,Custom_real,Custom_person_693
FF_real__470.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/470.mp4,0,FF_real,FF_person_470
FF_real__618.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/618.mp4,0,FF_real,FF_person_618
FF_Face2Face__609_596.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/609_596.mp4,1,FF_Face2Face,FF_person_609
FF_DeepFakeDetection__28_08__outside_talking_pan_laughing__GGCUYQA4.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/28_08__outside_talking_pan_laughing__GGCUYQA4.mp4,1,FF_DeepFakeDetection,FF_person_28
FF_Face2Face__309_303.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/309_303.mp4,1,FF_Face2Face,FF_person_309
Custom_real__673.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/673.mp4,0,Custom_real,Custom_person_673
FF_DeepFakeDetection__04_07__exit_phone_room__ITC0C48B.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/04_07__exit_phone_room__ITC0C48B.mp4,1,FF_DeepFakeDetection,FF_person_04
FF_NeuralTextures__051_332.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/051_332.mp4,1,FF_NeuralTextures,FF_person_051
FF_FaceShifter__426_287.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/426_287.mp4,1,FF_FaceShifter,FF_person_426
Custom_fake__711_681.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/711_681.mp4,1,Custom_fake,Custom_person_711
FF_FaceShifter__543_559.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/543_559.mp4,1,FF_FaceShifter,FF_person_543
FF_FaceSwap__704_723.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap/704_723.mp4,1,FF_FaceSwap,FF_person_704
FF_Face2Face__660_634.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/660_634.mp4,1,FF_Face2Face,FF_person_660
Custom_real__169.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/169.mp4,0,Custom_real,Custom_person_169
FF_FaceShifter__197_224.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/197_224.mp4,1,FF_FaceShifter,FF_person_197
Custom_fake__263_284.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/263_284.mp4,1,Custom_fake,Custom_person_263
Celeb_fake__id31_id32_0003.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id31_id32_0003.mp4,1,Celeb_fake,Celeb_person_id31
FF_DeepFakeDetection__13_07__exit_phone_room__RVQCPCJF.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/13_07__exit_phone_room__RVQCPCJF.mp4,1,FF_DeepFakeDetection,FF_person_13
FF_NeuralTextures__964_174.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/964_174.mp4,1,FF_NeuralTextures,FF_person_964
FF_Face2Face__854_747.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/854_747.mp4,1,FF_Face2Face,FF_person_854
Custom_fake__731_741.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/731_741.mp4,1,Custom_fake,Custom_person_731
DFDC__bffwsjxghk.mp4,/kaggle/input/datasets/lalith023/dfdc-sample-videos/bffwsjxghk.mp4,0,DFDC,DFDC_bffwsjxghk
FF_Face2Face__166_167.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/166_167.mp4,1,FF_Face2Face,FF_person_166
Custom_fake__728_673.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/728_673.mp4,1,Custom_fake,Custom_person_728
Celeb_fake__id4_id1_0001.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id4_id1_0001.mp4,1,Celeb_fake,Celeb_person_id4
Custom_fake__066_062.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/066_062.mp4,1,Custom_fake,Custom_person_066
FF_NeuralTextures__006_002.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/006_002.mp4,1,FF_NeuralTextures,FF_person_006
FF_Deepfakes__243_156.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Deepfakes/243_156.mp4,1,FF_Deepfakes,FF_person_243
Custom_real__760.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/760.mp4,0,Custom_real,Custom_person_760
Custom_fake__467_462.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/467_462.mp4,1,Custom_fake,Custom_person_467
FF_Face2Face__866_878.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/866_878.mp4,1,FF_Face2Face,FF_person_866
Custom_real__211.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/211.mp4,0,Custom_real,Custom_person_211
FF_NeuralTextures__665_679.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/665_679.mp4,1,FF_NeuralTextures,FF_person_665
Celeb_real__id16_0003.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id16_0003.mp4,0,Celeb_real,Celeb_person_id16
Celeb_fake__id39_id46_0007.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id39_id46_0007.mp4,1,Celeb_fake,Celeb_person_id39
FF_NeuralTextures__349_350.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/349_350.mp4,1,FF_NeuralTextures,FF_person_349
FF_real__387.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/387.mp4,0,FF_real,FF_person_387
Celeb_real__id50_0004.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id50_0004.mp4,0,Celeb_real,Celeb_person_id50
Custom_real__274.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/274.mp4,0,Custom_real,Custom_person_274
Custom_real__521.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/521.mp4,0,Custom_real,Custom_person_521
Custom_real__928.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/928.mp4,0,Custom_real,Custom_person_928
YT_real__00115.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/YouTube-real/00115.mp4,0,YT_real,Celeb_00115
Custom_fake__355_748.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/355_748.mp4,1,Custom_fake,Custom_person_355
Custom_real__876.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/876.mp4,0,Custom_real,Custom_person_876
FF_real__714.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/714.mp4,0,FF_real,FF_person_714
Custom_real__943.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/943.mp4,0,Custom_real,Custom_person_943
DFDC__bpapbctoao.mp4,/kaggle/input/datasets/lalith023/dfdc-sample-videos/bpapbctoao.mp4,0,DFDC,DFDC_bpapbctoao
Celeb_real__id56_0004.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id56_0004.mp4,0,Celeb_real,Celeb_person_id56
FF_real__867.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/867.mp4,0,FF_real,FF_person_867
FF_real__665.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/665.mp4,0,FF_real,FF_person_665
Custom_real__189.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/189.mp4,0,Custom_real,Custom_person_189
FF_real__794.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/794.mp4,0,FF_real,FF_person_794
Celeb_real__id4_0009.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id4_0009.mp4,0,Celeb_real,Celeb_person_id4
DFDC__bejhvclboh.mp4,/kaggle/input/datasets/lalith023/dfdc-sample-videos/bejhvclboh.mp4,0,DFDC,DFDC_bejhvclboh
FF_NeuralTextures__123_119.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/123_119.mp4,1,FF_NeuralTextures,FF_person_123
Custom_real__412.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/412.mp4,0,Custom_real,Custom_person_412
FF_NeuralTextures__913_893.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/913_893.mp4,1,FF_NeuralTextures,FF_person_913
Celeb_real__id54_0008.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id54_0008.mp4,0,Celeb_real,Celeb_person_id54
Celeb_fake__id56_id49_0008.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id56_id49_0008.mp4,1,Celeb_fake,Celeb_person_id56
Custom_fake__081_087.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/081_087.mp4,1,Custom_fake,Custom_person_081
YT_real__00241.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/YouTube-real/00241.mp4,0,YT_real,Celeb_00241
Custom_fake__049_946.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/049_946.mp4,1,Custom_fake,Custom_person_049
Custom_real__294.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/294.mp4,0,Custom_real,Custom_person_294
FF_real__257.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/257.mp4,0,FF_real,FF_person_257
FF_FaceSwap__250_461.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap/250_461.mp4,1,FF_FaceSwap,FF_person_250
Custom_fake__878_866.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/878_866.mp4,1,Custom_fake,Custom_person_878
Custom_real__524.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/524.mp4,0,Custom_real,Custom_person_524
Celeb_real__id24_0002.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id24_0002.mp4,0,Celeb_real,Celeb_person_id24
Custom_fake__649_816.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/649_816.mp4,1,Custom_fake,Custom_person_649
Celeb_real__id53_0005.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id53_0005.mp4,0,Celeb_real,Celeb_person_id53
FF_real__699.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/699.mp4,0,FF_real,FF_person_699
Celeb_real__id32_0007.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id32_0007.mp4,0,Celeb_real,Celeb_person_id32
Celeb_real__id51_0002.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id51_0002.mp4,0,Celeb_real,Celeb_person_id51
FF_NeuralTextures__041_063.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/041_063.mp4,1,FF_NeuralTextures,FF_person_041
Custom_real__885.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/885.mp4,0,Custom_real,Custom_person_885
Custom_real__670.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/670.mp4,0,Custom_real,Custom_person_670
Celeb_real__id27_0001.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id27_0001.mp4,0,Celeb_real,Celeb_person_id27
FF_FaceSwap__409_382.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap/409_382.mp4,1,FF_FaceSwap,FF_person_409
Custom_real__361.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/361.mp4,0,Custom_real,Custom_person_361
Custom_real__470.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/real_videos/470.mp4,0,Custom_real,Custom_person_470
Celeb_fake__id48_id42_0001.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id48_id42_0001.mp4,1,Celeb_fake,Celeb_person_id48
Celeb_real__id42_0000.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id42_0000.mp4,0,Celeb_real,Celeb_person_id42
FF_FaceShifter__582_172.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/582_172.mp4,1,FF_FaceShifter,FF_person_582
FF_Face2Face__283_313.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/283_313.mp4,1,FF_Face2Face,FF_person_283
FF_Face2Face__707_705.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/707_705.mp4,1,FF_Face2Face,FF_person_707
Custom_fake__062_066.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/062_066.mp4,1,Custom_fake,Custom_person_062
YT_real__00158.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/YouTube-real/00158.mp4,0,YT_real,Celeb_00158
Custom_fake__373_394.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/373_394.mp4,1,Custom_fake,Custom_person_373
YT_real__00038.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/YouTube-real/00038.mp4,0,YT_real,Celeb_00038
DFDC__cppdvdejkc.mp4,/kaggle/input/datasets/lalith023/dfdc-sample-videos/cppdvdejkc.mp4,0,DFDC,DFDC_cppdvdejkc
Custom_fake__835_651.mp4,/kaggle/input/datasets/lalith023/400videos/content/drive/MyDrive/face_dataset_dip/deepfake_videos/835_651.mp4,1,Custom_fake,Custom_person_835
FF_Deepfakes__569_921.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Deepfakes/569_921.mp4,1,FF_Deepfakes,FF_person_569
Celeb_real__id48_0002.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id48_0002.mp4,0,Celeb_real,Celeb_person_id48
FF_FaceShifter__702_612.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/702_612.mp4,1,FF_FaceShifter,FF_person_702
